title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
A Hydro–Organo Biphasic Gel Electrolyte for Decoupled Interfacial Stability and Fast Ion Transport in Zinc Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74466?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:09:11+00:00,10.1002/adma.74466,Guihua Yu,,"ABSTRACT
                  
                    Organic and aqueous electrolytes offer complementary advantages in electrochemical stability and ion transport, but integrating both within a single electrolyte remains challenging. In this study, it is discovered that a distinct interphase can be spontaneously formed between the aqueous and organic phases through the synergy of amphiphilic monomers, Hofmeister effects, and phase partitioning. This aqueous–organic, mixed‐solvent region boosts ion transfer by smoothing solvation change across phases, resulting in an order‐of‐magnitude increase in overall conductivity over biphasic counterparts without such an interphase. Meanwhile, compartmentalized organo‐ and hydrogel domains decouple anodic and cathodic interfacial chemistries. Demonstrated in zinc metal batteries, this biphasic gel electrolyte thermodynamically stabilizes zinc metal anodes and inhibits parasitic ion crossover, while also enabling high‐rate operation comparable to aqueous systems. Accordingly, Zn||Zn symmetric cells demonstrate &gt;3,600 h stable cycling at 5 mA cm
                    −2
                    and 5 mAh cm
                    −2
                    , and MnO
                    2
                    ||Zn full cells show high capacity retention after &gt;3,000 cycles at 10 A g
                    −1
                    . Overall, the findings establish organizing phase and solvation chemistry as a general materials design principle toward advanced electrolyte systems for high‐power, long‐duration electrochemical energy storage.",crossref,,一种水-有机双相凝胶电解质，用于锌金属电池中解耦界面稳定性和快速离子传输,"摘要
                  
                    有机和水性电解质在电化学稳定性和离子传输方面具有互补优势，但将两者集成在单一电解质中仍然具有挑战性。在这项研究中，发现通过两亲单体、霍夫迈斯特效应和相分配的协同作用，可以在水相和有机相之间自发形成独特的界面。这种水-有机混合溶剂区域通过平滑相间的溶剂化变化来促进离子转移，从而导致整体电导率比没有这种界面的双相对应物增加一个数量级。同时，分隔的有机域和水凝胶域使阳极和阴极界面化学解耦。这种双相凝胶电解质在锌金属电池中得到了证明，它可以热力学稳定锌金属阳极并抑制寄生离子交叉，同时还可以实现与水系统相当的高速率运行。因此，Zn||Zn 对称电池在 5 mA cm 下表现出 >3,600 小时的稳定循环
                    −2
                    和 5 mAh 厘米
                    −2
                    和二氧化锰
                    2
                    ||锌全电池在 10 A g 下循环超过 3,000 次后显示出高容量保持率
                    −1
                    。总体而言，研究结果将组织相和溶剂化化学确立为用于高功率、长时间电化学储能的先进电解质系统的通用材料设计原则。",,026ca30dfde6f911
Laser‐Induced Synthesis and Passivation of Intrinsically Antioxidative Nano‐Copper for Durable Electronics,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74511?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:10:49+00:00,10.1002/adma.74511,Kaichen Xu,,"ABSTRACT
                  The ever‐increasing costs, along with rigorous storage requirements, are the primary obstacles to the sustainable development of pure metallic inks for advanced electronics. The chemically reductive conversion of copper (Cu) from its much cheaper oxides offers a comparable alternative, whereas suffering from the intrinsic oxidation issues that lead to conductivity failures. Here, we report laser‐induced synthesis and passivation of robust nano‐Cu, achieving superior durability under harsh humid‐thermal conditions (190°C and 90°C, 90% RH) in the absence of additional encapsulations. Through selective and controllable metallization, the nascent Cu is equipped with well‐defined dual‐ligand barriers at interface, which are functionalized by formate crystallographic coordination and oleylamine hydrophobization. Such surface modification imparts the as‐formed Cu with limited resistance increase over prolonged humid‐thermal fluctuations. As demonstrations, we create conformal and wearable sensor systems with passivated Cu interconnects that withstand humid‐thermal erosion and provide signal alerts. This laser technology bridges the gap between high‐performance Cu nanomaterials and cost‐effectiveness, empowering endurable electronics for real‐life extremes.",crossref,,用于耐用电子产品的本质抗氧化纳米铜的激光诱导合成和钝化,"摘要
                  不断增加的成本以及严格的存储要求是先进电子产品纯金属油墨可持续发展的主要障碍。从更便宜的氧化物中对铜 (Cu) 进行化学还原转化提供了一种类似的替代方案，但其存在导致导电性故障的固有氧化问题。在这里，我们报告了激光诱导合成和钝化坚固的纳米铜，在没有额外封装的情况下，在恶劣的湿热条件（190°C 和 90°C，90% RH）下实现了卓越的耐用性。通过选择性和可控的金属化，新生的铜在界面处配备了明确的双配体势垒，这些势垒通过甲酸盐晶体配位和油胺疏水化而功能化。这种表面改性使得所形成的铜在长时间的湿热波动下电阻增加有限。作为演示，我们创建了具有钝化铜互连的共形可穿戴传感器系统，可承受湿热侵蚀并提供信号警报。这种激光技术弥合了高性能铜纳米材料和成本效益之间的差距，为现实生活中的极端情况提供了耐用的电子产品。",,65c6e292bdfbc374
Strategic Acceleration of Reverse Intersystem Crossing in Multi‐Resonance TADF Emitters,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74485?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:14:12+00:00,10.1002/adma.74485,Lin‐Song Cui,,"ABSTRACT
                  
                    Advanced multi‐resonance‐induced thermally activated delayed fluorescence (MR‐TADF) materials offer intrinsically narrowband emissions and excellent luminescent efficiencies, making them promising emitters for next‐generation organic light‐emitting diodes (OLEDs). However, their development remains hindered by slow reverse intersystem crossing (RISC) rates, which cause severe efficiency roll‐off at high luminance and limit their application in high‐performance OLEDs. Here, we propose an effective approach for designing blue MR‐TADF molecules by integrating a crumpled and asymmetric heptagonal dibenzodiazepine building block, rather than conventional planar donors, which not only promotes efficient triplet‐to‐singlet RISC processes but also preserves narrowband emission. The proof‐of‐concept emitter AzBN2 exhibits a bright deep‐blue emission centered at 462 nm with a full‐width at half‐maximum of 19 nm and CIE coordinates of (0.13, 0.067), accompanied by a more than twofold increase in the RISC rate. As a result, TADF OLEDs based on AzBN2 achieved a record maximum external quantum efficiency (EQE) of up to 35.7%. Moreover, ascribed to the improved RISC rates of AzBN2, the device exhibits an extremely low efficiency roll‐off; notably, the EQE remains at 29.8% under a high luminance of 1000 cd m
                    −2
                    , representing state‐of‐the‐art performance for MR‐TADF OLEDs.",crossref,,多谐振 TADF 发射器中反向系间穿越的战略加速,"摘要
                  
                    先进的多共振诱导热激活延迟荧光（MR-TADF）材料具有本质上的窄带发射和出色的发光效率，使其成为下一代有机发光二极管（OLED）的有前途的发射器。然而，它们的发展仍然受到缓慢的反向系间交叉 (RISC) 速率的阻碍，这会导致高亮度下严重的效率滚降，并限制它们在高性能 OLED 中的应用。在这里，我们提出了一种有效的方法来设计蓝色 MR-TADF 分子，通过集成褶皱且不对称的七边形二苯二氮卓结构单元，而不是传统的平面供体，这不仅促进了高效的三线态到单线态 RISC 过程，而且还保留了窄带发射。概念验证发射器 AzBN2 表现出以 462 nm 为中心的明亮深蓝色发射，半峰全宽为 19 nm，CIE 坐标为 (0.13, 0.067)，同时 RISC 速率增加两倍以上。结果，基于 AzBN2 的 TADF OLED 实现了高达 35.7% 的创纪录的最大外量子效率 (EQE)。此外，由于 AzBN2 提高了 RISC 速率，该器件表现出极低的效率滚降；值得注意的是，在 1000 cd m 高亮度下，EQE 保持在 29.8%
                    −2
                    ，代表了 MR-TADF OLED 的最先进性能。",,05ab54105b2467ee
A Fourier Optoelectronic Synapse with Single‐Wavelength Modulation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74518?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:17:59+00:00,10.1002/adma.74518,Changjin Wan,,"ABSTRACT
                  Analyzing spatial frequency domain features is essential for capturing diverse in‐depth features of targets, thereby enhancing the adaptability to unstructured environments for embodied intelligence. Digital approaches suffer from limited efficiency due to frequent data transfer, while neuromorphic ones lack dedicated frequency‐domain processing hardware. Here, we report a Fourier neuromorphic visual (FIVE) system integrating a Fourier optical system and Fourier optoelectronic synapses (FOSs). The FIVE system extracts frequency‐domain cues optically with negligible time latency and computational energy consumption, and these cues are then filtered based on nonlinearity to the light intensity of FOSs. Furthermore, such a FOS device exhibits multilevel memory tunability by light intensity of single‐wavelength. This property enables the implementation of multilayer perceptron for further classification of frequency domain features. The FIVE system achieves a high accuracy of ∼90% in the image noise classification task and outperforms convolutional neural network (CNN)‐based approaches by orders of magnitude in parameter count.",crossref,,单波长调制的傅立叶光电突触,"摘要
                  分析空间频域特征对于捕获目标的各种深度特征至关重要，从而增强体现智能对非结构化环境的适应性。由于频繁的数据传输，数字方法的效率有限，而神经形态方法缺乏专用的频域处理硬件。在这里，我们报告了一种集成了傅里叶光学系统和傅里叶光电突触（FOS）的傅里叶神经形态视觉（FIVE）系统。 FIVE 系统以光学方式提取频域线索，时间延迟和计算能耗可忽略不计，然后根据 FOS 光强度的非线性对这些线索进行过滤。此外，这种 FOS 器件通过单波长的光强度表现出多级存储器可调性。这一特性使得多层感知器的实现能够对频域特征进行进一步分类。 FIVE 系统在图像噪声分类任务中实现了约 90% 的高精度，并且在参数计数方面优于基于卷积神经网络 (CNN) 的方法。",,6f854e131c69d55e
Metal–Organic Framework‐Preserved Thermostable Microneedle Patch for Minimally Invasive Detection and Monitoring of Kidney Dysfunction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74423?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:20:41+00:00,10.1002/adma.74423,Srikanth Singamaneni,,"ABSTRACT
                  Early and decentralized biomarker detection and monitoring is essential for timely diagnosis and intervention, particularly in kidney disorders that often progress asymptomatically until irreversible damage has occurred. Here, we present a thermally resilient metal‐organic framework encapsulated microneedle (MOF@MN) sensing platform that integrates minimally invasive dermal interstitial fluid (ISF) sampling and on‐needle detection with MOF‐based biostabilization of the sensing interface. A thin zeolitic imidazolate framework‐8 (ZIF‐8) shell is grown in situ on antibody‐functionalized microneedles, preserving the bioactivity of immobilized antibodies after 4 weeks of thermal cycling up to 50°C and maintaining full analytical performance after prolonged unrefrigerated shipment. This interfacial encapsulation strategy enables quantitative detection of neutrophil gelatinase‐associated lipocalin (NGAL), an early biomarker of kidney injury, directly from dermal ISF over a broad clinically relevant range. In a mouse model and human subjects, MOF@MN‐derived NGAL measurements closely mirror blood NGAL concentrations, precede changes in conventional renal function markers, and correlate well with histopathological injury severity, highlighting their potential for subclinical monitoring. Collectively, this study establishes conformal MOF encapsulation as a simple and highly effective strategy for engineering environmentally resilient sensing interfaces and provides a scalable route to cold‐chain‐independent, minimally invasive biosensing for decentralized and at‐home health monitoring.",crossref,,用于肾功能障碍微创检测和监测的金属有机骨架保存耐热微针贴片,"摘要
                  早期和分散的生物标志物检测和监测对于及时诊断和干预至关重要，特别是对于经常无症状进展直至发生不可逆转损害的肾脏疾病。在这里，我们提出了一种热弹性金属有机框架封装微针（MOF@MN）传感平台，该平台将微创真皮间质液（ISF）采样和针上检测与基于MOF的传感接口生物稳定性集成在一起。薄沸石咪唑酯框架 8 (ZIF-8) 壳在抗体功能化微针上原位生长，在高达 50°C 的热循环 4 周后保留固定化抗体的生物活性，并在长时间非冷藏运输后保持完整的分析性能。这种界面封装策略能够直接从真皮 ISF 在广泛的临床相关范围内定量检测中性粒细胞明胶酶相关脂质运载蛋白 (NGAL)，这是一种肾损伤的早期生物标志物。在小鼠模型和人类受试者中，MOF@MN 衍生的 NGAL 测量结果密切反映了血液 NGAL 浓度，先于传统肾功能标志物的变化，并与组织病理学损伤严重程度密切相关，突出了其亚临床监测的潜力。总的来说，这项研究将共形 MOF 封装确立为一种简单而高效的策略，用于工程环境弹性传感接口，并为独立于冷链的微创生物传感提供了一条可扩展的途径，用于分散式和微创生物传感。",,49f98f361968bed7
Engineering the Assembly Freedom of Donor–Acceptor Type Self‐Assembled Monolayers Toward Efficient and Stable Flexible Perovskite Photovoltaics,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74486?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:24:56+00:00,10.1002/adma.74486,Wallace C. H. Choy,,"ABSTRACT
                  Flexible perovskite solar cells (f‐PSCs) are promising contenders for portable and wearable photovoltaics, yet developing f‐PSCs that simultaneously achieve high power conversion efficiency (PCE) and superior operational stability, including mechanical robustness, remains challenging. Herein, we propose a strategy of modulating the assembly freedom of donor–acceptor type self‐assembled monolayers (SAMs) to address this issue. The newly designed 2FMPA‐BT‐PPA (PPA) SAMs exhibit higher assembly freedom on flexible ITO substrates compared to the previously reported 2FMPA‐BT‐BA (BA) SAMs, delivering two key benefits: first, they enable the formation of a higher‐quality monolayer via improved conformational adaptability and strengthened π–π stacking, which facilitates efficient carrier transport. Second, the SAMs’ conformational adaptability and uniformly tilted orientations can effectively dissipate interfacial strain under external mechanical loads, thereby enhancing the mechanical robustness of flexible devices. These synergies yield f‐PSCs with a champion PCE of 25.3% (26.3% for rigid device), alongside exceptional operational stability. Crucially, PPA‐based devices retain 98% initial PCE after 10 000 multidirectional bending cycles (3 mm radius) with no observable structural damage, outperforming BA‐based devices and all reported SAMs‐based f‐PSCs. This work offers donor‐acceptor SAMs design experiences for efficient, robust f‐PSCs, revealing assembly freedom's key role in interfacial carrier extraction and mechanical robustness.",crossref,,设计供体-受体型自组装单层膜的组装自由度，以实现高效、稳定的柔性钙钛矿光伏,"摘要
                  柔性钙钛矿太阳能电池（f-PSC）是便携式和可穿戴光伏发电的有前途的竞争者，但开发同时实现高功率转换效率（PCE）和卓越的运行稳定性（包括机械鲁棒性）的f-PSC仍然具有挑战性。在此，我们提出了一种调节供体-受体型自组装单层（SAM）的组装自由度的策略来解决这个问题。与之前报道的2FMPA-BT-BA (BA) SAM相比，新设计的2FMPA-BT-PPA (PPA) SAM在柔性ITO基板上表现出更高的组装自由度，具有两个关键优势：首先，它们通过改进的构象适应性和增强的π-π堆叠形成更高质量的单层，从而促进高效的载流子传输。其次，SAM的构象适应性和均匀倾斜的方向可以有效地消散外部机械载荷下的界面应变，从而增强柔性器件的机械鲁棒性。这些协同作用产生的 f-PSC 的冠军 PCE 为 25.3%（刚性设备为 26.3%），同时具有出色的运行稳定性。至关重要的是，基于 PPA 的器件在 10,000 次多向弯曲循环（3 mm 半径）后保留了 98% 的初始 PCE，没有观察到的结构损坏，优于基于 BA 的器件和所有报道的基于 SAM 的 f-PSC。这项工作为高效、稳健的 f-PSC 提供了供体-受体 SAM 设计经验，揭示了组装自由度在界面载流子提取和机械鲁棒性方面的关键作用。",,eb894c0c7fd0f6e2
Noise‐Tunable Memristor Enabling Programmable Probabilistic Neurons for Frequency‐Selective Time‐Series Signal Encoding,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74529?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:26:12+00:00,10.1002/adma.74529,Kyung Min Kim,,"ABSTRACT
                  
                    Memristors exhibit tunable resistance, which has been widely exploited in non‐volatile memory, in‐memory computing, and neuromorphic computing. They can also serve as an entropy source due to their inherent instability, making them attractive for security devices and probabilistic computing. When these two characteristics are coupled, memristors can act as tunable entropy sources; however, this direction remains largely unexplored. Here, we propose a spiking‐rate‐programmable probabilistic neuron that leverages the tunable noise characteristics of a Ru/TaO
                    x
                    /Pt memristor. In this memristor, the conduction mechanism varies across resistance states, leading to distinct noise behaviors and signal‐to‐noise ratios that depend on the programmed resistance. This noise can be harnessed to realize frequency‐selective, frequency‐domain probabilistic neural encoding. By integrating these probabilistic neurons, an identical network architecture can process input signals spanning a wide frequency range, achieving around 95% classification performance on both low‐frequency human activity data (UCI HAR, 0.4–25 Hz) and high‐frequency speech data (Audio MNIST, 20 Hz–8 kHz). These results highlight a new direction that leverages the intrinsic properties of memristors for compact, adaptive, and energy‐efficient time‐series encoding.",crossref,,噪声可调谐忆阻器支持可编程概率神经元用于频率选择性时间序列信号编码,"摘要
                  
                    忆阻器表现出可调电阻，已广泛应用于非易失性存储器、内存计算和神经形态计算中。由于其固有的不稳定性，它们还可以充当熵源，这使得它们对安全设备和概率计算具有吸引力。当这两个特性结合在一起时，忆阻器可以充当可调熵源；然而，这个方向在很大程度上仍未被探索。在这里，我们提出了一种脉冲速率可编程概率神经元，它利用了 Ru/TaO 的可调噪声特性
                    x
                    /Pt 忆阻器。在该忆阻器中，传导机制随电阻状态的不同而变化，从而导致取决于编程电阻的不同噪声行为和信噪比。可以利用这种噪声来实现频率选择性、频域概率神经编码。通过集成这些概率神经元，相同的网络架构可以处理跨越较宽频率范围的输入信号，对低频人类活动数据（UCI HAR，0.4–25 Hz）和高频语音数据（音频 MNIST，20 Hz–8 kHz）实现约 95% 的分类性能。这些结果凸显了一个新的方向，即利用忆阻器的固有特性进行紧凑、自适应和节能的时间序列编码。",,aeb28a82a7382aa3
Hierarchical SiO2@Cellulose Nanofiber Aerogels With Synergistic Optical–Thermal Regulation for High‐Performance Passive Cooling,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74505?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:31:09+00:00,10.1002/adma.74505,Bowen Cheng,,"ABSTRACT
                  
                    Passive radiative cooling offers a sustainable pathway for thermal management by minimizing solar absorption while maximizing mid‐infrared (MIR) emission through the atmospheric transparency window. However, parasitic heat gain substantially compromises its net cooling efficiency. Here, we report a reversible xanthation‐mediated strategy to fabricate hierarchical SiO
                    2
                    @cellulose nanofiber aerogels that synergistically integrate broadband solar reflectivity, high MIR emissivity, and low thermal conductivity. The xanthation chemistry enables uniform, in situ anchoring of ∼300 nm SiO
                    2
                    nanospheres along nanofibers, creating a distinctive ‘pearl‐necklace’ morphology, while directional ice‐templating further constructs lamellar hierarchical porous networks that suppress nonradiative heat transfer. The optimized aerogel exhibits an average solar reflectance of 95.6%, a MIR emissivity of 95.3% within the 8–13 µm atmospheric window, and an ultralow thermal conductivity of 0.028 W m
                    −1 
                    K
                    −1
                    . Under 1000 W m
                    −2
                    solar irradiance, it achieves a time‐averaged subambient cooling of 3.7°C and a net temperature reduction of 24.9°C compared to polystyrene foam, while extending refrigeration thermal cycling by 47.3%. This work provides a scalable material design framework for monolithic integration of optical selectivity and thermal insulation, offering a promising sustainable solution for energy‐efficient buildings, cold‐chain logistics, and next‐generation thermal management systems.",crossref,,具有协同光热调节功能的分层 SiO2@纤维素纳米纤维气凝胶用于高性能被动冷却,"摘要
                  
                    被动辐射冷却通过最大限度地减少太阳吸收，同时最大限度地提高通过大气透明窗口的中红外（MIR）发射，为热管理提供了一条可持续的途径。然而，寄生热量增益严重损害了其净冷却效率。在这里，我们报告了一种可逆黄化介导的策略来制造分层 SiO2
                    2
                    @纤维素纳米纤维气凝胶，协同整合宽带太阳反射率、高中红外发射率和低导热率。黄化化学能够均匀、原位锚定 ∼300 nm SiO2
                    2
                    纳米球沿着纳米纤维排列，形成独特的“珍珠项链”形态，而定向冰模板进一步构建层状分层多孔网络，抑制非辐射传热。优化后的气凝胶的平均太阳反射率为 95.6%，在 8–13 µm 大气窗口内的中红外发射率为 95.3%，超低导热系数为 0.028 W m
                    −1 
                    K
                    −1
                    。 1000W·m以下
                    −2
                    与聚苯乙烯泡沫相比，它的时间平均低于环境温度冷却 3.7°C，净温度降低 24.9°C，同时将制冷热循环延长 47.3%。这项工作提供了一个可扩展的材料设计框架，用于光学选择性和隔热的单片集成，或",,2073fb7faec69a3f
Ion Diffusion‐Induced Multi‐Interface Reconstruction for High‐Resolution Perovskite X‐Ray Flat‐Panel Detectors,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74479?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:32:25+00:00,10.1002/adma.74479,Xiaoming Li,,"ABSTRACT
                  
                    A critical challenge with state‐of‐the‐art perovskite x‐ray flat‐panel detectors (FPDs) is their limited spatial resolution, primarily due to the presence of multiple poorly integrated interfaces. In this study, we report high‐resolution perovskite FPDs that achieve a record modulation transfer function (MTF) among polycrystalline perovskite direct‐conversion x‐ray FPDs of 6.2 line pairs per millimetre (lp mm
                    −1
                    ) with a large imaging area of 8.5 × 8.5 cm
                    2
                    through an interface reconstruction strategy specifically tailored for perovskites. We reveal that Fick's law‐guided ion diffusion across hundreds of microns‐thick perovskites contributes to a reconstructed x‐ray sensing layer with highly integrated interfaces and a gradient energy band alignment. As such, we have realized an ultrasensitive x‐ray detection with a leading sensitivity‐to‐dark current ratio (2.61 × 10
                    11
                    µC Gy
                    air
                    −1
                    A
                    −1
                    ) and outstanding stability under ambient conditions over 5760 h. The prototype perovskite FPDs exhibit a detective quantum efficiency (76.9%) and enable high‐resolution x‐ray imaging at a low dosage (0.98 µGy
                    air
                    ), substantially lower than previous polycrystalline perovskite FPDs. Our multi‐interface reconstruction strategy successfully addresses long‐standing issues in perovskite FPDs, advancing their progress from laboratory prototypes to commercial applications in digital radiography and industrial inspection.",crossref,,高分辨率钙钛矿 X 射线平板探测器的离子扩散诱导多界面重建,"摘要
                  
                    最先进的钙钛矿 X 射线平板探测器 (FPD) 面临的一个关键挑战是其有限的空间分辨率，这主要是由于存在多个集成度较差的接口。在这项研究中，我们报道了高分辨率钙钛矿 FPD，其在多晶钙钛矿直接转换 X 射线 FPD 中实现了每毫米 6.2 线对 (lp mm) 的创纪录调制传递函数 (MTF)
                    −1
                    ）具有8.5 × 8.5 cm的大成像面积
                    2
                    通过专门为钙钛矿量身定制的界面重建策略。我们揭示了菲克定律引导的离子在数百微米厚的钙钛矿上的扩散有助于重建具有高度集成界面和梯度能带排列的 X 射线传感层。因此，我们实现了超灵敏的 X 射线检测，具有领先的灵敏度暗电流比（2.61 × 10
                    11
                    µC 戈瑞
                    空气
                    −1
                    一个
                    −1
                    ）以及在环境条件下超过 5760 小时的出色稳定性。原型钙钛矿 FPD 表现出探测量子效率 (76.9%)，并能够以低剂量 (0.98 µGy) 实现高分辨率 X 射线成像
                    空气
                    ），大大低于以前的多晶钙钛矿 FPD。我们的多界面重建策略成功解决了钙钛矿 FPD 中长期存在的问题",,79361d0e5ebf7bb6
Durable Interphase Engineering on SiOx Anodes Through Interfacial‐Enrichment‐Facilitated Polymerization,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74536?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:35:50+00:00,10.1002/adma.74536,Luyi Yang,,"ABSTRACT
                  
                    Constructing a robust solid electrolyte interphase (SEI) is a proven strategy to enhance the performance of Si‐based anodes by accommodating severe volume swings and suppressing interfacial side reactions. However, existing strategies that rely solely on either chemical coating or electrochemical formation struggle to reconcile SEI uniformity and long‐term stability. Here, we propose a synergistic strategy that integrates the interfacial modification with in situ regulated electrolyte decomposition. A conformal layer composed of LiF and Li
                    3
                    PO
                    4
                    is pre‐formed on SiO
                    
                      x
                    
                    anodes, where LiF serves as a stable mechanical framework for the inorganic‐rich SEI, and Li
                    3
                    PO
                    4
                    selectively adsorbs fluoroethylene carbonate (FEC), favoring the polymerization of FEC‐derived species via interfacial enrichment to form the high‐molecular‐weight organic species. These electrochemically generated SEI components effectively compensate for the damage to the initial coating caused by volume expansion, enabling the SEI to possess both structural integrity and resilience. Consequently, the modified SiO
                    
                      x
                    
                    anode exhibits benchmark electrochemical performance, delivering excellent cycling stability (1086 mA h g
                    −1
                    , 81% capacity retention for 300 cycles at 0.8 A g
                    −1
                    ) and high‐rate capability (1010 mAh g
                    −1
                    at 2.4 A g
                    −1
                    ). This work establishes a precedent for the dynamic repair interphase design paradigm for high‐capacity anodes.",crossref,,通过界面富集促进聚合对 SiOx 阳极进行持久界面工程,"摘要
                  
                    构建坚固的固体电解质界面（SEI）是一种经过验证的策略，可以通过适应剧烈的体积波动和抑制界面副反应来增强硅基阳极的性能。然而，现有的仅依赖化学涂层或电化学形成的策略很难协调 SEI 的均匀性和长期稳定性。在这里，我们提出了一种将界面改性与原位调节电解质分解相结合的协同策略。由 LiF 和 Li 组成的保形层
                    3
                    采购订单
                    4
                    在 SiO2 上预先形成
                    
                      x
                    
                    阳极，其中 LiF 作为富含无机 SEI 的稳定机械框架，而 Li
                    3
                    采购订单
                    4
                    选择性吸附氟代碳酸乙烯酯（FEC），有利于 FEC 衍生物质通过界面富集聚合形成高分子量有机物质。这些电化学产生的SEI组分有效地补偿了体积膨胀对初始涂层造成的损坏，使SEI同时具有结构完整性和弹性。因此，改性后的SiO
                    
                      x
                    
                    阳极表现出基准电化学性能，提供出色的循环稳定性（1086 mA h g",,b559801b2fa2e622
An On‐Skin Visually Monitorable Gel‐Matrix Zinc–Ion Battery for Electrically Stimulated Wound Healing,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74480?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-05 12:38:52+00:00,10.1002/adma.74480,Wenlong Cai,,"ABSTRACT
                  
                    Aqueous zinc‐ion batteries (ZIBs) feature intrinsic safety, low cost, and environmental compatibility, making them attractive for untapped cutting‐edge applications, such as the biomedicine area. Particularly, wearable medical power sources require stable electrical output, mechanical flexibility, and high biocompatibility. Herein, a stable and flexible gel‐matrix aqueous ZIB was designed as an on‐skin power source for electrically stimulated wound healing. The elaborately designed graded porous framework hydrogel electrolyte (GPF‐HGE) obtains high ionic conductivity (17.19 mS cm
                    −1
                    ) and improved mechanical deformation tolerance (46 kPa and 205 J m
                    −2
                    ) due to the porous framework formed in the solvent exchange process. Its transparency property, combined with an annular ring‐shaped electrode that generates an electric field aligned with the endogenous wound electric field, enables direct application to wound sites and real‐time visual monitoring. The assembled Zn|GPF‐HGE|I
                    2
                    @AC full cells show superior long‐term cycling stability accompanied by slight capacity fading, ensuring a steady energy supply for electrical stimulation (ES). Benefiting from its robust electrochemical stability and excellent biocompatibility, the obtained ES device can provide reliable electrical signals and promote wound healing through synergistic antibacterial and anti‐inflammatory effects. This work highlights the potential of aqueous ZIBs as advanced biomedical power sources beyond conventional energy storage applications.",crossref,,用于电刺激伤口愈合的皮肤上可视监控凝胶基质锌离子电池,"摘要
                  
                    水性锌离子电池（ZIB）具有本质安全性、低成本和环境兼容性，使其对生物医学等尚未开发的尖端应用具有吸引力。特别是，可穿戴医疗电源需要稳定的电力输出、机械灵活性和高生物相容性。在此，设计了一种稳定且灵活的凝胶基质水性ZIB作为皮肤上的电源，用于电刺激伤口愈合。精心设计的梯度多孔框架水凝胶电解质（GPF-HGE）获得了高离子电导率（17.19 mS cm
                    −1
                    ）和改进的机械变形容限（46 kPa 和 205 J m
                    −2
                    ）由于溶剂交换过程中形成的多孔框架。其透明特性与环形电极相结合，产生与内源伤口电场一致的电场，可以直接应用于伤口部位并进行实时视觉监测。组装后的 Zn|GPF-HGE|I
                    2
                    @AC全电池表现出优异的长期循环稳定性，伴随着轻微的容量衰减，确保了电刺激（ES）的稳定能量供应。得益于其强大的电化学稳定性和优异的生物相容性，所获得的ES装置可以提供可靠的电信号，并通过协同抗菌和抗炎作用促进伤口愈合。这项工作凸显了 aq 的潜力",,43b230c720fd42be
